cas_number,name,english_name,brand,specification,initial_quantity,unit,quantity,price,order_reason,applicant,order_time
7772-98-7,硫代硫酸钠,,通广,500 g,500,g,1,9.5,not_stocked,yanglicheng,20250716
28466-26-4,4-氨基吡唑,4-Aminopyrazole,"
欣恒研",5g,5,g,1,146.4,not_stocked,xingyihong,20250716
61-82-5,"3-氨基-1,2,4-三唑","3-Amino-1,2,4-triazole","
欣恒研",25 g,25,g,1,63.2,not_stocked,xingyihong,20250716
36728-89-9,1-甲基-3-硝基-1H-吲哚 ,1-Methyl-3-nitro-1H-indole,毕得,250 mg *2 ,250,mg,2,196,not_stocked,chenyichi,20250716
28281-76-7,"5-甲氧基异苯并呋喃-1,3-二酮"," 5-Methoxyisobenzofuran-1,3-dione",毕得医药,1 g,1,g,1,44.8,not_stocked,tanhui,20250717
1823-59-2,"4,4-氧双邻苯二甲酸酐;二苯醚四甲酸二酐(ODPA) ","5,5'-Oxybis(isobenzofuran-1,3-dione)",毕得医药,10g,10,g,1,17.5,not_stocked,tanhui,20250717
1124-64-7,氯化丁基吡啶,1-Butylpyridinium Chloride,毕得医药,25g,25,g,1,70.7,running_out,sunyichen,20250717
1193-02-8,4-氨基苯硫酚,4-Aminothiophenol,ann耐吉,5g,5,g,1,17.5,running_out,sunyichen,20250717
179324-69-7,[(1R)-3-甲基-1-[[(2S)-1-氧-3-苯基-2-[(吡嗪甲酰)氨基]丙基]氨基]丁基]硼酸,((R)-3-Methyl-1-((S)-3-phenyl-2-(pyrazine-2-carboxamido)propanamido)butyl)boronic acid,毕得,50mg,50,mg,1,92.4,not_stocked,xuguofeng,20250718
533-75-5,环庚三烯酚酮,"2-Hydroxycyclohepta-2,4,6-trien-1-one",毕得,25g,25,g,1,102.9,not_stocked,wangyang,20250718
,"1,3-丙酮二羧酸二乙酯","Diethyl 1,3-acetonedicarboxylate",毕得,100g,100,g,1,52.5,not_stocked,wangyang,20250718
133395-16-1,双(三氟甲磺酰基)酰亚胺镁(II),Magnesium bis(trifluoromethylsulfonyl)imide,毕得,25 g,25,g,1,324.1,running_out,chenyichi,20250708
79326-96-8,"	3-硝基苯磺酸一水合物","	3-Nitrobenzenesulfonicacidhydrate	",毕得,1 g,1,g,1,174.3,running_out,chenyichi,20250708
77-48-5,"1,3-二溴-5,5-二甲基咪唑啉-2,4-二酮","1,3-Dibromo-5,5-dimethylimidazolidine-2,4-dione",毕得,100 g,100,g,1,21,not_stocked,chenyichi,20250708
50919-06-7,邻氟苯乙醇,2-(2-Fluorophenyl)ethanol,毕得,10 g,10,g,1,62.3,not_stocked,chenyichi,20250708
36947-68-9,2-异丙基咪唑,2-Isopropyl-1H-imidazole,毕得 ,100 g,100,g,1,19.6,not_stocked,sunyichen,20250719
28276-08-6,"
1,1二甲基丙基氯化镁","
1,1-Dimethylpropylmagnesium chloride, 1.0 M solution in 2-MeTHF, J&KSeal",百灵威,25mL,25,mL,1,651.95,not_stocked,xuguofeng,20250720
1450833-55-2,"((1R,2R,3S.4R)-2,3-二羟基-4-((2-(3-((三氟甲基)硫基)苯基)吡唑并[1,5-a]嘧啶-7-基)氨基)环戊基)甲基 氨基磺酸酯","?((1R,2R,3S,4R)-2,3-Dihydroxy-4-((2-(3-((trifluoromethyl)thio)phenyl)pyrazolo[1,5-a]pyrimidin-7-yl)amino)cyclopentyl)methyl sulfamate",毕得,1mg,1,mg,1,195.3,not_stocked,xuguofeng,20250720
7697-37-2,硝酸,nitric acid,通广,500mL,500,mL,1,20,not_stocked,liangyiqi,20250720
877399-52-8,"(R)-3-(1-(2,6-二氯-3-氟苯基)乙氧基)-5-(1-(哌啶-4-基)-1H-吡唑-4-基)吡啶-2-胺","(R)-3-(1-(2,6-Dichloro-3-fluorophenyl)ethoxy)-5-(1-(piperidin-4-yl)-1H-pyrazol-4-yl)pyridin-2-amine",毕得,100mg,100,mg,1,27.3,not_stocked,xuguofeng,20250720
849217-68-1,"N-(4-(6,7-二甲氧基喹啉-4-基氧基)苯基)-N-(4-氟苯基)环丙烷-1,1-二羧酰胺?","N-(4-((6,7-Dimethoxyquinolin-4-yl)oxy)phenyl)-N-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide",毕得,100mg,100,mg,1,70,not_stocked,xuguofeng,20250720
1100598-32-0,"3-(1-(3-(5-((1-甲基哌啶-4-基)甲氧基)嘧啶-2-基)苄基)-6-氧代-1,6-二氢哒嗪-3-基)苯甲腈","3-(1-(3-(5-((1-Methylpiperidin-4-yl)methoxy)pyrimidin-2-yl)benzyl)-6-oxo-1,6-dihydropyridazin-3-yl)benzonitrile",毕得,5mg,5,mg,1,101.5,not_stocked,xuguofeng,20250720
30515-28-7,,,安徽泽升,1g,1,g,1,14,not_stocked,wangkaixuan,20250720
,,,安徽泽升,5g,5,g,1,14,not_stocked,wangkaixuan,20250720
,,,毕得,5g,5,g,1,18.2,not_stocked,wangkaixuan,20250720
,,,毕得,5g,5,g,1,19.6,not_stocked,wangkaixuan,20250720
,,,毕得,5g,5,g,1,31.5,not_stocked,wangkaixuan,20250720
6315-52-2,,,毕得,5g,5,g,1,25.9,not_stocked,wangkaixuan,20250720
538-28-3,,Benzyl carbamimidothioate hydrochloride,毕得,1g,1,g,1,23.1,not_stocked,wangxi,20250721
134029-92-8,(6-巯基己基)二茂铁,(6-Mercaptohexyl)ferrocene,毕得,100 mg,100,mg,1,380,not_stocked,wangxi,20250721
1953/2/2,2-(2-巯基丙酰胺基)乙酸,2-(2-Mercaptopropanamido)acetic acid,毕得,1 g,1,g,1,32.9,not_stocked,wangxi,20250721
3326-34-9,"5-氨基-3',6'-二羟基-3H-螺[异苯并呋喃-1,9'-氧杂蒽]-3-酮","5-Amino-3',6'-dihydroxy-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one",毕得,250 mg,250,mg,1,61.6,not_stocked,wangxi,20250721
96034-64-9,"(2S,4S)-2-(二甲基氨基甲酰)-4-巯基-1-(对硝基苄氧基甲酰)-1-吡咯烷","(2S,4S)-4-Nitrobenzyl 2-(dimethylcarbamoyl)-4-mercaptopyrrolidine-1-carboxylate
货号BD23261",毕得,1 g,1,g,1,19.6,not_stocked,wangxi,20250721
18598-63-5,(R)-2-氨基-3-巯基丙酸甲酯盐酸盐,(R)-Methyl 2-amino-3-mercaptopropanoate hydrochloride,毕得,25 g,25,g,1,20.3,not_stocked,wangxi,20250721
81644-55-5,6-巯基-6-脱氧-β-环糊精,6-Mercapto-6-deoxy-β-Cyclodextrin,毕得,250 mg,250,mg,1,387.1,not_stocked,wangxi,20250721
201532-01-6,N-Fmoc-S-三苯甲基-D-青霉胺,Fmoc-D-Pen(Trt)-OH,毕得,5g,5,g,1,239.4,not_stocked,wangxi,20250721
714230-22-5,(S)-3-(氨基甲基)-5-甲基己酸甲酯盐酸盐,(S)-Pregabalinmethylester(hydrochloride),乐研,250 mg,250,mg,1,189.7,not_stocked,wangxi,20250721
26892-92-2,"6-氰基-4-氧代-1,4-二氢喹啉-3-羧酸乙酯","Ethyl 6-cyano-4-oxo-1,4-dihydroquinoline-3-carboxylate",毕得,100mg,100,mg,1,314.3,not_stocked,hanshuai,20250721
101-84-8,二苯醚 ,Diphenyl oxide,毕得,500 g,500,g,1,20.3,not_stocked,hanshuai,20250721
1239-31-2,醋酸去氢表雄酮,Epiandrosterone acetate,"	欣恒研",1 g*3,1,g,3,100.56,not_stocked,chenyichi,20250722
2244/11/3,四氧嘧啶水合物,"Pyrimidine-2,4,5,6(1H,3H)-tetraone hydrate",毕得,5 g,5,g,1,74.2,not_stocked,chenyichi,20250722
362-43-6,"1-((3aR,4R,6R,6aR)-6-(羟甲基)-2,2-二甲基四氢呋喃并[3,4-d][1,3]二氧杂环戊烯-4-基)嘧啶-2,4(1H, 3H)-二酮","1-((3AR,4R,6R,6aR)-6-(hydroxymethyl)-2,2-dimethyltetrahydrofuro[3,4-d][1,3]dioxol-4-yl)pyrimidine-2,4(1H,3H)-dione
",毕得,5 g,5,g,1,45.5,not_stocked,chenyichi,20250722
80-48-8,对甲苯磺酸甲酯,Methyl 4-methylbenzenesulfonate,毕得,100 g,100,g,1,17.5,not_stocked,chenyichi,20250722
7681-11-0,碘化钾,,毕得,28.7,,,1,25,not_stocked,wangkaixuan,20250722
,,,伊诺凯,500ML,500,mL,1,45,not_stocked,wangyang,20250722
,,,伊诺凯,500ML,500,mL,1,55,not_stocked,wangyang,20250722
4984-82-1,环戊二烯基钠,SODIUM CYCLOPENTADIENIDE,安耐吉,100mL,100,mL,1,325,not_stocked,wangyang,20250722
100-09-4,对甲氧基苯甲酸,4-Methoxybenzoic acid,毕得,100 g,100,g,1,19.6,not_stocked,chenyichi,20250722
489-84-9,愈创奥,Guaiazulene,毕得,1g,1,g,1,28,not_stocked,wangyang,20250723
275-51-4,奥苷菊环,AZULENE,毕得,250mg,250,mg,1,293,not_stocked,wangyang,20250723
808744-34-5,"7-溴咪唑并[1,2-a]吡啶","7-Bromoimidazo[1,2-a]pyridine",毕得,1 g,1,g,1,37.1,running_out,chenyichi,20250723
1187236-18-5,"7-溴咪唑并[1,2-a]吡啶-2-羧酸乙酯","Ethyl 7-bromoimidazo[1,2-a]pyridine-2-carboxylate",毕得,1 g,1,g,1,105,running_out,chenyichi,20250723
1798-82-9,4-环丙基苯甲酸,4-Cyclopropylbenzoic acid,毕得,250 mg *2 ,250,mg,2,141.4,not_stocked,chenyichi,20250723
7677-24-9,三甲基氰硅烷,Trimethylsilyl Cyanide,毕得,25 g,25,g,1,18.9,running_out,huzhibin,20250723
89488-29-9,2-溴-4-甲氧基吡啶,2-Bromo-4-methoxypyridine,毕得,5 g,5,g,1,212.8,running_out,chengzengrui,20250723
1945-84-2,"2-炔基吡啶
",2-Ethynylpyridine,毕得,25 g,25,g,1,376.6,running_out,chengzengrui,20250723
623-47-2,"丙炔酸乙酯
",Ethylpropiolate,乐研,5 g,5,g,1,21.7,not_stocked,chengzengrui,20250723
615-43-0,"2-碘苯胺
",2-Iodoaniline,乐研,100 g,100,g,1,196,running_out,chengzengrui,20250723
68790-38-5,2-(boc-氨基)苯甲酸,Boc-2-Abz-OH,毕得,5 g,5,g,1,77.7,not_stocked,chengzengrui,20250723
5653-40-7,"2-氨基-4,5-二甲氧基苯甲酸","2-Amino-4,5-dimethoxybenzoic acid",毕得,5 g,5,g,1,14.7,not_stocked,chengzengrui,20250723
15089-51-7,"2-氨基-4,5-二甲基苯甲酸"," 2-Amino-4,5-dimethylbenzoic acid",毕得,1 g,1,g,1,46.2,not_stocked,chengzengrui,20250723
21717-96-4,"2-氨基-5-氟吡啶
",2-Amino-5-fluoropyridine,毕得,10 g,10,g,1,101.5,not_stocked,chengzengrui,20250723
21397-08-0,2-氯-3-氟苯胺,2-Chloro-3-fluoroaniline,毕得,5g,5,g,1,39.2,not_stocked,xuguofeng,20250728
75-66-1,叔丁硫醇,tert-Butyl mercaptan,虹湖联合,25 mL,25,mL,1,24.1,not_stocked,xuguofeng,20250728
2623-87-2,4-溴丁酸,4-Bromobutanoic acid,毕得医药,100g,100,g,1,78.4,not_stocked,tangshuyuan,20250808
62-56-6,硫脲,,安耐吉,100g,100,g,1,14,not_stocked,tangshuyuan,20250808
646-01-5,3-(甲硫基)丙酸,3-(Methylthio)propionic Acid,毕得医药,25g,25,g,1,43.4,not_stocked,tangshuyuan,20250808
,,,Amethyst,,,,1,123.25,not_stocked,rehemuhali,20240402
470478-90-1,"
4-(4-Boc-1-哌嗪基)苯硼酸频哪醇酯","tert-Butyl 4-(4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl)piperazine-1-carboxylate",毕得,5g*2,5,g,2,152.6,running_out,wangkaixuan,20250810
79-37-8,草酰氯,,阿拉丁,25 g,25,g,1,27.12,running_out,wangkaixuan,20250811
79-34-5,"1,1,2,2四氯乙烷
","1,1,2,2-Tetrachloroethane","百灵威J&K
",25 mL,25,mL,1,67.15,running_out,chengzengrui,20250811
12173-28-3,"钛硅分子筛TS-1
",Titanate molecular sieve,"罗恩
",5 g,5,g,1,138,not_stocked,chengzengrui,20250811
217813-03-1,3-甲氧基-2-(三甲基硅烷基)苯基三氟甲磺酸酯,3-Methoxy-2-(trimethylsilyl)phenyl trifluoromethanesulfonate,毕得,1 g,1,g,1,275.8,not_stocked,chengzengrui,20250811
4187-87-5,"1-苯基-2-丙炔-1-醇
",1-Phenylprop-2-yn-1-ol,乐研,10 g,10,g,1,93.8,running_out,chengzengrui,20250811
2028-63-9,"3-丁炔-2-醇
",3-Butyn-2-ol,阿拉丁,25 mL,25,mL,1,389.52,not_stocked,chengzengrui,20250811
645-59-0,3-苯基丙腈,3-Phenylpropionitrile,毕得,5g,5,g,1,97.3,not_stocked,huzhibin,20250811
60656-87-3,2-(苄氧基)乙醛,2-(Benzyloxy)acetaldehyde,毕得,5g,5,g,1,186.9,not_stocked,huzhibin,20250811
109-80-8,"1,3-丙二硫醇","1,3-Propanedithiol",毕得,5g,5,g,1,19.6,not_stocked,huzhibin,20250811
104-53-0,苯丙醛,3-Phenylpropanal,毕得,25g,25,g,1,30.1,not_stocked,huzhibin,20250811
1034-39-5,二溴三苯基膦,Dibromotriphenylphosphorane,毕得,25g*2,25,g,2,34.3,running_out,huzhibin,20250811
471-34-1,碳酸钙,Calcium carbonate,毕得,100g,100,g,1,17.5,not_stocked,huzhibin,20250811
88-21-1,2-氨基苯磺酸,Aniline-2-sulfonic acid,安耐吉,100g,100,g,1,17.5,not_stocked,liangyiqi,20250811
301224-40-8,"(1,3-二甲基咪唑烷-2-基亚基)(2-异丙氧基亚苄基)钌氯化钌(VI)","(1,3-Bis-(2,4,6-Trimethylphenyl)-2-Imidazolidinylidene)Dichloro(Oisopropoxyphenylmethylene)Ruthenium",admas,250mg,250,mg,1,62,not_stocked,yuyihan,20250811
286014-38-8,"1,3-二环己基咪唑四氟硼酸盐","1,3-Dicyclohexylimidazolium tetrafluoroborate salt",毕得,250mg,250,mg,1,27.3,not_stocked,huzhibin,20250811
286014-25-3,"1,3-双(2,6-二异丙基苯基)-1H-咪唑-3-鎓四氟硼酸盐","1,3-Bis(2,6-diisopropylphenyl)-1H-imidazol-3-ium tetrafluoroborate",毕得,250mg,250,mg,1,23.8,not_stocked,huzhibin,20250811
862893-80-9,"2-均三甲苯基-6,7-二氢-5H-吡咯并[2,1-c][1,2,4]三唑-2-鎓四氟硼酸盐","2-Mesityl-6,7-dihydro-5H-pyrrolo[2,1-c][1,2,4]triazol-2-ium tetrafluoroborate",毕得,100mg,100,mg,1,85.4,not_stocked,huzhibin,20250811
1207294-92-5,"5,7-二叔丁基-3-苯基苯并[d]恶唑-3-鎓四氟硼酸盐","5,7-Di-tert-butyl-3-phenylbenzo[d]oxazol-3-ium tetrafluoroborate",毕得,250mg,250,mg,1,16.1,not_stocked,huzhibin,20250811
282109-83-5,"1,3-双(2,6-二异丙基苯基)-4,5-二氢-1H-咪唑-3-鎓四氟硼酸盐","1,3-Bis(2,6-diisopropylphenyl)-4,5-dihydro-1H-imidazol-3-ium tetrafluoroborate",毕得,250mg,250,mg,1,25.2,not_stocked,huzhibin,20250811
1148-79-4,"2,2':6',2""-三联吡啶","2,2':6',2''-Terpyridine",毕得,250mg,250,mg,1,18.2,not_stocked,huzhibin,20250811
72914-19-3,"4,4'-二叔丁基-2,2'-二吡啶","4,4'-Di-tert-butyl-2,2'-bipyridine",毕得,250mg,250,mg,1,18.2,not_stocked,huzhibin,20250811
366-18-7,"2,2'-联吡啶","2,2'-Bipyridine",毕得,5g,5,g,1,12.6,common_public,huzhibin,20250811
142946-79-0,"4,4'-双(三氟甲基)-2,2'-联吡啶","4,4'-Bis(trifluoromethyl)-2,2'-bipyridine",毕得,250mg,250,mg,1,47.6,not_stocked,huzhibin,20250811
17217-57-1,"4,4'-二甲氧基-2,2'-联吡啶","4,4'-Dimethoxy-2,2'-bipyridine",毕得,250mg,250,mg,1,15.4,not_stocked,huzhibin,20250811
92149-07-0,"4,7-二甲氧基-1,10-菲咯啉","4,7-Dimethoxy-1,10-phenanthroline",毕得,250mg,250,mg,1,21,not_stocked,huzhibin,20250811
5394-23-0,"4,7-二氯-1,10-菲咯啉","4,7-Dichloro-1,10-phenanthroline",毕得,250mg,250,mg,1,20.3,not_stocked,huzhibin,20250811
66-71-7,"1,10-菲罗啉","1,10-Phenanthroline",毕得,5g,5,g,1,20.3,common_public,huzhibin,20250811
117408-98-7,(S)-4-叔丁基-2-(2-吡啶基)恶唑啉,(S)-4-tert-Butyl-2-(2-pyridyl)oxazoline,毕得,250mg,250,mg,1,28.7,not_stocked,huzhibin,20250811
64-04-0,2-苯基乙烷-1-胺 ,Phenethylamine,Adamas,100mL,100,mL,1,41,degraded,huotongyu,20250811
7087-68-5,"N,N-二异丙基乙胺",DIPEA,安耐吉,500mL,500,mL,1,76.3,running_out,xuguofeng,20250811
118628-68-5,"(1R,2R)-N,N'-二甲基-1,2-二苯基-1,2-二乙胺","(1R,2R)-N,N'-Dimethyl-1,2-diphenylethane-1,2-diamine",毕得,250mg,250,mg,1,50.4,not_stocked,huzhibin,20250811
134030-21-0,"N,N'-二(2,4,6-三甲基苯基)乙二胺","N1,N2-Dimesitylethane-1,2-diamine",毕得,1g,1,g,1,23.1,not_stocked,huzhibin,20250811
67579-81-1,"反式-N,N'-二甲基-1,2-环己二胺","trans-N1,N2-Dimethylcyclohexane-1,2-diamine",毕得,1g,1,g,1,14,not_stocked,huzhibin,20250811
98327-87-8,"1,1'-联萘-2,2'-双二苯膦","2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl",毕得,1g,1,g,1,23.1,not_stocked,huzhibin,20250811
161265-03-8,"4,5-双(二苯基膦)-9,9-二甲基氧杂蒽","(9,9-Dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)",毕得,1g,1,g,1,15.4,not_stocked,huzhibin,20250811
25014-41-9,聚丙烯腈,Polyacrylonitrile,毕得,25g,25,g,1,20.3,not_stocked,sunyichen,20250812
81-25-4,胆酸,Cholic acid,希恩斯,25 g,25,g,1,39,not_stocked,chenyichi,20250812
7782-61-8,硝酸铁(III) 九水合物,Ferric nitrate nonahydrate,希恩斯,100 g,100,g,1,18.2,not_stocked,chenyichi,20250812
284461-73-0,4-(4-(3-(4-氯-3-(三氟甲基)苯基)脲基)苯氧基)-N-甲基-2-吡啶甲酰胺,4-(4-(3-(4-Chloro-3-(trifluoromethyl)phenyl)ureido)phenoxy)-N-methylpicolinamide,毕得,25 g,25,g,1,258.3,running_out,chenyichi,20250812
92-85-3,噻蒽,Thianthrene,毕得,100 g,100,g,1,116.9,not_stocked,chenyichi,20250812
1013-23-6,"二苯并[b,d]噻吩5-氧化物 ","Dibenzo[b,d]thiophene 5-oxide",毕得,5 g*2,5,g,2,525,not_stocked,chenyichi,20250812
358-23-6,三氟甲磺酸酐,Trifluoromethanesulfonic anhydride,毕得,25 g,25,g,1,62.3,running_out,chenyichi,20250812
1960/12/8,β-苯乙醇,2-Phenylethanol,毕得,25 g,25,g,1,16.8,not_stocked,chenyichi,20250812
434-13-9,"	(R)-4-((3R,5R,8R,9S,10S,13R,14S,17R)-3-羟基-10,13-二甲基十六氢-1H-环戊并[a]菲-17-基)戊酸","	(R)-4-((3R,5R,8R,9S,10S,13R,14S,17R)-3-Hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid",毕得,5 g,5,g,1,88.2,not_stocked,chenyichi,20250812
7647-14-5,氯化钠,sodium Choloride,毕得,100 g*2,100,g,2,42,not_stocked,chenyichi,20250812
7647-15-6,溴化钠,sodium bromide,毕得,500 g,500,g,1,25.2,not_stocked,chenyichi,20250812
3796-24-5,4-三氟甲基吡啶,4-(Trifluoromethyl)pyridine,毕得,1g*2,1,g,2,33.6,not_stocked,wangyang,20250813
620-08-6,4-甲氧基吡啶,4-Methoxypyridine,毕得,5g,5,g,1,14,not_stocked,wangyang,20250813
13774-81-7,硼烷氨络合物,Borane - Ammonia Complex,毕得,5g,5,g,1,121.8,not_stocked,huzhibin,20250813
19481-82-4,2-溴丙腈,2-Bromopropanenitrile,毕得,5g,5,g,1,212.8,not_stocked,huzhibin,20250813
112-79-8,(E)-十八碳-9-烯酸,(E)-Octadec-9-enoic acid,毕得,5g*2,5,g,2,355.6,running_out,xuruilin,20250813
135-19-3,2-萘酚,2-Naphthol,毕得,100g,100,g,1,22.4,running_out,xuruilin,20250813
1666-13-3,二苯基二硒醚?,Diphenyl diselenide,安耐吉,25g*2,25,g,2,278.6,running_out,xuruilin,20250813
72287-26-4,"[1,1-双(二苯基磷)二茂铁]二氯化钯","[1,1'-Bis(diphenylphosphino)ferrocene]dichloropalladium(II)",毕得,1g*2,1,g,2,88.9,common_public,wangkaixuan,20250813
655224-73-0,N-(2-(2-(2-氨基乙氧基)乙氧基)乙基)-4-(3-(三氟甲基)-3H-双吖丙啶-3-基)苯甲酰胺,N-(2-(2-(2-Aminoethoxy)ethoxy)ethyl)-4-(3-(trifluoromethyl)-3H-diazirin-3-yl )benzamide,毕得,250mg,250,mg,1,4000,not_stocked,zhongyi,20250813
589-92-4,4-甲基环己酮,4-Methylcyclohexanot_stocked,毕得,25g,25,g,1,25.9,running_out,yanglicheng,20250814
13482-23-0,5-甲氧基环己酮,4-Methoxycyclohexanot_stocked,毕得,5g,5,g,1,261.1,running_out,yanglicheng,20250814
615-42-9,"1,2-二碘苯(邻二碘苯)","1,2-Diiodobenzene",毕得,25g,25,g,1,62.3,not_stocked,liangyiqi,20250814
7782-49-2,硒粉,Selenium powder,安耐吉,50g,50,g,1,56,high_usage,liangyiqi,20250814
7704-34-9,升华硫,sulfur,阿拉丁,100g,100,g,1,96.9,not_stocked,liangyiqi,20250814
79-37-8,草酰氯,Oxalyl chloride,阿拉丁,25 g,25,g,1,26.44,not_stocked,hanshuai,20250815
1079-66-9,二苯基氯化膦,Chlorodiphenylphosphine,毕得,100g,100,g,1,25.2,not_stocked,huzhibin,20250815
63212-53-3,2-氯-3-乙基苯并噻唑四氟硼酸盐,2-Chloro-3-ethylbenzoxazolium tetrafluoroborate,MREDA,1g*2,1,g,2,96.5,not_stocked,huzhibin,20250815
465-29-2,,,欣恒研,5g,5,g,1,79.2,not_stocked,tangshuyuan,20250817
874-63-5,"3,5-二甲基苯甲醚","1-Methoxy-3,5-dimethylbenzene",毕得,5g,5,g,1,25.2,not_stocked,tangshuyuan,20250817
2444-37-3,2-(甲硫基)乙酸,,毕得,1g,1,g,1,23.1,not_stocked,tangshuyuan,20250817
64443-05-6,六氟磷酸四乙腈铜,Tetrakis(acetonitrile)copper(I) hexafluorophosphate,毕得,1 g,1,g,1,20.3,degraded,huzhibin,20250817
15418-29-8,四(乙腈)四氟硼酸铜(I),Copper(I) tetra(acetonitrile) tetrafluoroborate,毕得,1 g,1,g,1,25.2,degraded,huzhibin,20250817
1485-70-7,N-苄基苯甲酰胺,N-Benzylbenzamide,毕得,25 g,25,g,1,102.2,running_out,huzhibin,20250817
135616-40-9,"(R,R)-N,N'-双(3,5-二叔丁亚水杨基)-1,2-环己烷二胺"," (R,R)-N,N'-Bis(3,5-di-tert-butylsalicylidene)-1,2-cyclohexanediamine",毕得,5 g,5,g,1,32.9,not_stocked,huzhibin,20250817
1996/10/6,氯化二乙基铝,Diethylaluminum chloride,安耐吉,100ml,100,mL,1,132.3,not_stocked,huzhibin,20250817
13771-68-1,5-溴苯并[b]噻吩-2-羧酸乙酯,Ethyl 5-bromobenzo[b]thiophene-2-carboxylate,毕得,5 g,5,g,1,519.4,running_out,sulingyu,20250818
994-30-9,三乙基氯硅烷,Chlorotriethylsilane,毕得,25g,25,g,1,18.9,not_stocked,huzhibin,20250818
91053-39-3,硅藻土,,"
Greagent",500 g,500,g,1,17,running_out,wangyang,20250818
75-52-5,硝基甲烷,Nitromethane,通广,500 mL,500,mL,1,193,running_out,chenyichi,20250818
30525-89-4,多聚甲醛,Paraformaldehyde,迈瑞达,100 g,100,g,1,11,not_stocked,chenyichi,20250818
455-24-3,4-三氟甲基苯甲酸,4-(Trifluoromethyl)benzoic acid,毕德,"	100 g",100,g,1,54.6,not_stocked,chenyichi,20250818
402-50-6,对三氟甲基苯乙烯,1-(Trifluoromethyl)-4-vinylbenzene,毕德,5 g,5,g,1,230.3,not_stocked,chenyichi,20250818
109705-14-8,"1-氟-2,4,6-三甲基吡啶鎓四氟化硼","1-Fluoro-2,4,6-trimethylpyridinium tetrafluoroborate",希恩斯,250 mg*4,250,mg,4,224,not_stocked,chenyichi,20250818
40530-18-5,5-溴-2-羟基苯甲腈 ,5-Bromo-2-hydroxybenzonitrile,毕得医药,10g,10,g,1,39.9,not_stocked,huotongyu,20250818
7646-85-7,氯化锌,Zinc chloride,阿拉丁,100 g,100,g,1,103.12,not_stocked,chenyichi,20250819
9006-65-9,二甲基硅油,Dimethicone,希恩思,1L,1,L,1,124.15,running_out,chenyichi,20250331
64443-05-6,六氟磷酸四乙腈铜,Tetrakis(acetonitrile)copper(I) hexafluorophosphate,毕得,5 g,5,g,1,74.2,not_stocked,chenyichi,20250817
15418-29-8,四(乙腈)四氟硼酸铜(I),Copper(I) tetra(acetonitrile) tetrafluoroborate,毕得,10 g,10,g,1,231.7,high_usage,chenyichi,20250817
7152-42-3,10-苯基-10H-吩噻嗪,10-Phenyl-10H-phenothiazine,毕得,1g,1,g,1,133,not_stocked,yuyihan,20250819
141-43-5,乙醇胺,Ethanolamine,安耐吉,100mL,100,mL,1,14,not_stocked,xuruilin,20250819
67-68-5,超干二甲基亚砜,Dimethyl sulfoxide,安耐吉,500ml,500,mL,1,76.3,high_usage,liangyiqi,20250819
584-08-7,无水碳酸钾,Potassium carbonate,安耐吉,500g,500,g,1,19.6,high_usage,liangyiqi,20250819
142-71-2,乙酸铜(II),Copper(II) acetate,百灵威J&K,25g,25,g,1,56.1,not_stocked,liangyiqi,20250819
67-68-5,超干二甲基亚砜,Dimethyl sulfoxide,安耐吉,500ml,500,mL,1,76.3,running_out,wangyang,20250820
1975/9/2,超干二氯甲烷,,安耐吉,500ml,500,mL,1,58,running_out,wangyang,20250820
1517-69-7,(R)-1-苯基乙醇,(R)-1-Phenylethanol,毕得,25g,25,g,1,78.4,not_stocked,huotongyu,20250820
1425381-60-7,"2-(1-(4-((4-(4-羟基哌啶-1-基)苯基)氨基)-5-氧代-5,6-二氢嘧啶并[4,5-d]哒嗪-2-基)哌啶-4-基)乙腈","2-(1-(4-((4-(4-Hydroxypiperidin-1-yl)phenyl)amino)-5-oxo-5,6-dihydropyrimido[4,5-d]pyridazin-2-yl)piperidin-4-yl)acetonitrile",毕得,25 mg,25,mg,1,485.8,not_stocked,xuguofeng,20250820
1198300-79-6,4-(环丙基氨基)-2-((4-(4-(乙基磺酰基)哌嗪-1-基)苯基)氨基)嘧啶-5-甲酰胺,4-(Cyclopropylamino)-2-((4-(4-(ethylsulfonyl)piperazin-1-yl)phenyl)amino)pyrimidine-5-carboxamide,毕得,50mg,50,mg,1,553,not_stocked,xuguofeng,20250820
646-01-5,3-(甲硫基)丙酸,3-(Methylthio)propionic ,毕得,25g,25,g,1,43.4,running_out,tangshuyuan,20250820
6223-35-4,"7-异丙基-1,4-二甲基甘菊环-3-磺酸钠","Sodium 7-Isopropyl-1,4-dimethylazulene-3-sulfonate",欣恒研,250mg,250,mg,1,95.2,not_stocked,wangyang,20250820
615-42-9,"1,2-二碘苯(邻二碘苯)","1,2-Diiodobenzene",毕得,100g*2,100,g,2,476.8,high_usage,liangyiqi,20250821
126747-14-6,4-氰基苯硼酸,4-Cyanophenylboronic acid,希恩思,5g,5,g,1,20.15,running_out,shihongwei,20250821
